content,events_refined
"Ever tried following no one? It doesn't function properly in that case. Very slow responsiveness, confusing user interface, having to opt out of a whole lot of things just to have some clarity of content... The list goes on. Oh, indeed it seems like #1 in blah blah, like the first version, the prototype, before any actual public release version 😂","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Ever tried following no one? It doesn't function properly in that case. Very slow responsiveness, confusing user interface, having to opt out of a whole lot of things just to have some clarity of content... The list goes on. Oh, indeed it seems like #1 in blah blah, like the first version, the prototype, before any actual public release version 😂

### events refined:

[ I tried following no one, it doesn't function properly in that case, Very slow responsiveness, confusing user interface, having to opt out of a whole lot of things just to have some clarity of content]
"
"Impossible to apply for a job through the app (Android); constantly getting ""Something went wrong please try again"" message even with the latest update. EDIT: Article shared in response to this is also useless and gives no solution. Good work","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Impossible to apply for a job through the app (Android); constantly getting ""Something went wrong please try again"" message even with the latest update. EDIT: Article shared in response to this is also useless and gives no solution. Good work

### events refined:

[Constantly getting ""Something went wrong please try again"" message even with the latest update]
"
Unable to add my email to the profile and when I try to activate the two step verification it shows that's the verified phone number is not valid when that is not the case. As I can't add my email id I cannot even reach out to customer help. Please help rectify this.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Unable to add my email to the profile and when I try to activate the two step verification it shows that's the verified phone number is not valid when that is not the case. As I can't add my email id I cannot even reach out to customer help. Please help rectify this.

### events refined:

[ I try to add my email to the profile, I try to activate the two step verification, it shows that the verified phone number is not valid, I can't add my email id, I can't even reach out to customer help]
"
Verification texts were never sent. Had to request an email verification code 6 times. Now unable to log in on 2 accounts without providing a government ID. Signing up with a social media service shouldn't be this difficult.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Verification texts were never sent. Had to request an email verification code 6 times. Now unable to log in on 2 accounts without providing a government ID. Signing up with a social media service shouldn't be this difficult.

### events refined:

[Had to request an email verification code 6 times] [Now unable to log in on 2 accounts without providing a government ID]
"
I've been trying to sign in but it keep bringing up security check and after that nothing and it sticks to that. No security check up done. Am so tired of this app. Can the admin tell us whats happening!,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I've been trying to sign in but it keep bringing up security check and after that nothing and it sticks to that. No security check up done. Am so tired of this app. Can the admin tell us whats happening!

### events refined:

[It keeps bringing up security check, I try to sign in, It sticks to that, No security check up done, I am so tired of this app]
"
"I cannot sign in to my account using the app. It's been on security check for over an hour, checking for the animal with the right side up. Next thing is the noCAPTCHA code is missing or invalid. Please, fix it already!","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I cannot sign in to my account using the app. It's been on security check for over an hour, checking for the animal with the right side up. Next thing is the noCAPTCHA code is missing or invalid. Please, fix it already!

### events refined:

[""I cannot sign in to my account using the app. It's been on security check for over an hour, checking for the animal with the right side up.""]
"
"I can't access any profile.. whenever I searched any profile l, it is showing ""LINKEDIN MEMBER"" instead of name. If I try to tap any linkedin member option , it's showing that ""U DON'T HAVE ACCESS IN THID PROFILE"".","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I can't access any profile.. whenever I searched any profile l, it is showing ""LINKEDIN MEMBER"" instead of name. If I try to tap any linkedin member option, it's showing that ""U DON'T HAVE ACCESS IN THID PROFILE"".

### events refined:

[I can't access any profile, whenever I searched any profile l, it is showing ""LINKEDIN MEMBER"" instead of name, I tap any linkedin member option, it's showing that ""U DON'T HAVE ACCESS IN THID PROFILE"".]
"
"Hi Team, While chatting after sending a text to a person that text still reflecting in typing box instead for blank automatically. Could you please fix this bugs.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Hi Team, While chatting after sending a text to a person that text still reflecting in typing box instead for blank automatically. Could you please fix this bugs.

### events refined:

[ I chat with a person, I send a text to that person, The text still reflects in the typing box instead of being blank automatically]
"
"This is this bug that keeps happening, that tells me that am using an automation tool, nad am not using anything!!!! And it keeps restricting my account, what kinda stupid developers are you using!!! Plus it makes you registrr automaticly to my second email, you don't do such things automaticly!!!","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
This is this bug that keeps happening, that tells me that am using an automation tool, nad am not using anything!!!! And it keeps restricting my account, what kinda stupid developers are you using!!! Plus it makes you registrr automaticly to my second email, you don't do such things automaticly!!!

### events refined:

[It tells me that I am using an automation tool, I am not using anything] [It keeps restricting my account]
"
"The UI is dreadfull, the app is generally hard to navigate and spams so many pointless notifications it may as well be a malware. It keeps asking to file list of skills completely unrelated to most jobs and the attempts to get you to upgrade to premium are disturbingly aggressive. Sorting by salary has never worked and was stated to be because of a bug in 2015, 8 years later, we still don't have that function. OUTSTANDING","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
The UI is dreadfull, the app is generally hard to navigate and spams so many pointless notifications it may as well be a malware. It keeps asking to file list of skills completely unrelated to most jobs and the attempts to get you to upgrade to premium are disturbingly aggressive. Sorting by salary has never worked and was stated to be because of a bug in 2015, 8 years later, we still don't have that function. OUTSTANDING

### events refined:

[""It keeps asking to file list of skills completely unrelated to most jobs and the attempts to get you to upgrade to premium are disturbingly aggressive."", ""Sorting by salary has never worked and was stated to be because of a bug in 2015, 8 years later, we still don't have that function.""]
"
"I am unable to enter my LinkedIn it is locked and it asks security check for verification and after clearing the security it asks to verify identity with either citizenship, licence or passport but i tried to provide citizenship then it always never verifies similarly not worked with passport as well ...how can i get it back i am tired LinkedIn contact also asks to log in first but i am unable.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I am unable to enter my LinkedIn it is locked and it asks security check for verification and after clearing the security it asks to verify identity with either citizenship, licence or passport but i tried to provide citizenship then it always never verifies similarly not worked with passport as well...how can i get it back i am tired LinkedIn contact also asks to log in first but i am unable.

### events refined:

[I am unable to enter my LinkedIn, it is locked, it asks security check for verification, after clearing the security, it asks to verify identity with either citizenship, licence or passport, I tried to provide citizenship, it never verifies, I am tired LinkedIn contact also asks to log in first, I am unable]
"
"Not only my account was hacked and LinkedIn failed to securely handle it, they refused to provide any help when I reported the issue. Their so called customer care just kept giving vauge answers and forgetting half things I said, and without trying anything of value, they closed the case and refused to even answer simple questions. Someone created a good website and then they forgot to hire anyone to properly manage it. I am utterly disappointed.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Not only my account was hacked and LinkedIn failed to securely handle it, they refused to provide any help when I reported the issue. Their so called customer care just kept giving vauge answers and forgetting half things I said, and without trying anything of value, they closed the case and refused to even answer simple questions. Someone created a good website and then they forgot to hire anyone to properly manage it. I am utterly disappointed.

### events refined:

[my account was hacked and LinkedIn failed to securely handle it]
"
User interface it to hard to understand worst app it should improve ui and interface simple and also logo of app it not to good worst app I am also face issue when edit profile and writing about on bio sometimes it's take long time and not set it should fix and also improve settings simple so understand settings on this app too bad experience.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
User interface it to hard to understand worst app it should improve ui and interface simple and also logo of app it not to good worst app I am also face issue when edit profile and writing about on bio sometimes it's take long time and not set it should fix and also improve settings simple so understand settings on this app too bad experience.

### events refined:

[""I edit my profile, it takes a long time to write about it in the bio, it doesn't set it""]
"
"This app is absolutely rubbish. I am not able to log in after entering my credentials. It is asking for Govt ID for verification which I do not want to share as these are confidential documents. Also, it doesn't accept the entered capcha. I tired multiple times, it says invalid capcha","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
This app is absolutely rubbish. I am not able to log in after entering my credentials. It is asking for Govt ID for verification which I do not want to share as these are confidential documents. Also, it doesn't accept the entered capcha. I tired multiple times, it says invalid capcha

### events refined:

[It asks for Govt ID for verification, I do not want to share as these are confidential documents] [It doesn't accept the entered capcha, I tried multiple times, it says invalid capcha]
"
"Having been a LinkedIn user for 6 years, I recently encountered a setback when I lost my phone with 2FA enabled. Upon trying to log in with my new device, I faced issues as the 2FA prompt was sent to my lost device. Despite multiple attempts at persona verification, my ID was rejected. Resorting to creating a new account to seek support, I was met with a ban instead. I am in dire need of assistance from the LinkedIn support team to resolve this predicament.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Having been a LinkedIn user for 6 years, I recently encountered a setback when I lost my phone with 2FA enabled. Upon trying to log in with my new device, I faced issues as the 2FA prompt was sent to my lost device. Despite multiple attempts at persona verification, my ID was rejected. Resorting to creating a new account to seek support, I was met with a ban instead. I am in dire need of assistance from the LinkedIn support team to resolve this predicament.

### events refined:

[ I lost my phone with 2FA enabled, I tried to log in with my new device, I faced issues as the 2FA prompt was sent to my lost device, I tried multiple attempts at persona verification, My ID was rejected, I created a new account to seek support, I was met with a"
"Rather Useless ""Social Media"" This app, is pushing through functions and UX/UI that seem to be more geared to what the accounts think will bring revenue than what users want. Each time I get on it, I'm insured to stay away. Soon, I'll just delete my profile as it serves no purpose for me professionally and the experience of navigating it undermines quality of life.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Rather Useless ""Social Media"" This app, is pushing through functions and UX/UI that seem to be more geared to what the accounts think will bring revenue than what users want. Each time I get on it, I'm insured to stay away. Soon, I'll just delete my profile as it serves no purpose for me professionally and the experience of navigating it undermines quality of life.

### events refined:

[Each time I get on it, I'm insured to stay away] [I'll just delete my profile as it serves no purpose for me professionally and the experience of navigating it undermines quality of life]
"
"For some reason, I'm locked out of my account and not allowed back in. It keeps cycling me through the verify identity and logging in. None of the jobs recommended to me are jobs I'm looking for despite putting in descriptors for what type of job I'm looking for. This app is leaning more towards a social media site than a job finder and is becoming more and more impossible to navigate.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
For some reason, I'm locked out of my account and not allowed back in. It keeps cycling me through the verify identity and logging in. None of the jobs recommended to me are jobs I'm looking for despite putting in descriptors for what type of job I'm looking for. This app is leaning more towards a social media site than a job finder and is becoming more and more impossible to navigate.

### events refined:

[ I'm locked out of my account and not allowed back in. It keeps cycling me through the verify identity and logging in.] [None of the jobs recommended to me are jobs I'm looking for despite putting in descriptors for what type of job I'm looking for. This app is leaning more towards a social media site"
Waste app ever chutiya app hey can't even login and I already have account in this just app git updated it's not allowing to login every time security check will come frog will come then it says wrong password. After pressing forget password something went wrong. Even after that changing password and keeping new one new password can't be same like old password. Firstly it says wrong password chutiya app ever most unrecommended app is this totally waste of time and work,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Waste app ever chutiya app hey can't even login and I already have account in this just app git updated it's not allowing to login every time security check will come frog will come then it says wrong password. After pressing forget password something went wrong. Even after that changing password and keeping new one new password can't be same like old password. Firstly it says wrong password chutiya app ever most unrecommended app is this totally waste of time and work

### events refined:

[It's not allowing to login every time security check will come frog will come then it says wrong password. After pressing forget password something went wrong. I changed password and kept new one new password can't be same like old password.]
"
"Randomly got locked out of my account for no reason, and the code verification is broken (i do not get codes even with correct recovery info), so I can not access/recover my account. I did nothing to deserve my account being restricted. This incident is making me reconsider joining linkedin in the first place.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Randomly got locked out of my account for no reason, and the code verification is broken (i do not get codes even with correct recovery info), so I can not access/recover my account. I did nothing to deserve my account being restricted. This incident is making me reconsider joining linkedin in the first place.

### events refined:

[ I got locked out of my account for no reason, I did nothing to deserve my account being restricted.]
"
"No content in the app can be copied (yo be translated), nor there is a auto translate in the app. Foren language content is useless. If you had a professional app team this would not happen. Pay your people better, hire more experience. You are embarrassing yourself 😂😂😂😂😂","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
No content in the app can be copied (yo be translated), nor there is a auto translate in the app. Foren language content is useless. If you had a professional app team this would not happen. Pay your people better, hire more experience. You are embarrassing yourself 😂😂😂😂😂

### events refined:

[ I try to copy the content, I can't] [ I try to auto translate the content, I can't]
"
I've been trying to sign in for hours but I can't get in because I keep on having to do you captcha test. How many more times do I have to select that the animal is the right way up before you let me in?! I can't proceed with my verification because of this nuisance!,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I've been trying to sign in for hours but I can't get in because I keep on having to do you captcha test. How many more times do I have to select that the animal is the right way up before you let me in?! I can't proceed with my verification because of this nuisance!

### events refined:

[I've been trying to sign in for hours, I can't get in, I keep on having to do you captcha test, I can't proceed with my verification because of this nuisance]
"
"This is glitching big time. App won't even load, flashing black and white and jumping, only stops when I close all open apps on my phone but happens each time. Thankfully I'm not epileptic given the way this app is glitching.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
This is glitching big time. App won't even load, flashing black and white and jumping, only stops when I close all open apps on my phone but happens each time. Thankfully I'm not epileptic given the way this app is glitching.

### events refined:

[App won't even load, flashing black and white and jumping, I close all open apps on my phone, this app is glitching, it happens each time]
"
"I am facing account restriction from 2 months, i am trying to build my linked in account ,but linked keeps banning my account, and while verifying it sendss message , unclear picture of your card, though its clear. I ended up making 2-3 emailids, and linkedin accounts, but it restricts all my account without any reason. Now the frustation is at it peak. Please solve my problem","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I am facing account restriction from 2 months, i am trying to build my linked in account,but linked keeps banning my account, and while verifying it sendss message, unclear picture of your card, though its clear. I ended up making 2-3 emailids, and linkedin accounts, but it restricts all my account without any reason. Now the frustation is at it peak. Please solve my problem

### events refined:

[ I am trying to build my linked in account,but linked keeps banning my account, and while verifying it sendss message, unclear picture of your card, though its clear. I ended up making 2-3 emailids, and linkedin accounts, but it restricts all my account without any reason]
"
"Questionable app which can't even do some of the basics. Save a post? Good luck viewing it. Privacy is another whole question. Notifications are annoying, and absolutely everything is a pain to change. I cannot even sign in with the broken capcha by app or browser; so let me know when you sort it out. I'll be sticking to the browser for now on.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Questionable app which can't even do some of the basics. Save a post? Good luck viewing it. Privacy is another whole question. Notifications are annoying, and absolutely everything is a pain to change. I cannot even sign in with the broken capcha by app or browser; so let me know when you sort it out. I'll be sticking to the browser for now on.

### events refined:

[ I can't even do some of the basics like save a post] [ I cannot even sign in with the broken capcha by app or browser]
"
"You guys blocked my account for no reason. I got interviews expecting. Why did you moron's block my account ? Number, connections cv all gone !!! Had phone number verified account with verified email. What i didn't have is the linkedin app installed and logged in with ""FULL PERMISSIONS OR THE APP CANNOT RUN"" on my personal phone so that you guys can access my personal contacts and storage. Do not worry, my lawyers are looking in to this issue since it's illegal in the european union what you did","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
You guys blocked my account for no reason. I got interviews expecting. Why did you moron's block my account? Number, connections cv all gone!!! Had phone number verified account with verified email. What i didn't have is the linkedin app installed and logged in with ""FULL PERMISSIONS OR THE APP CANNOT RUN"" on my personal phone so that you guys can access my personal contacts and storage. Do not worry, my lawyers are looking in to this issue since it's illegal in the european union what you did

### events refined:

[ I got interviews expecting, I got blocked for no reason] [ I had phone number verified account with verified email, I didn't have the linkedin app installed and logged in with ""FULL PERMISSIONS OR THE APP CANNOT RUN"" on my personal phone, I don't want you guys to access my personal contacts"
"The search algorithm is getting worse. Continue showing me ""onsite"" job across the continent when it can be resolved if there is a question for ""open to relocate."" Completely wrong field of work shows up, too. Remarkably very suitable ones within 10 miles from my house never show up on the search.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
The search algorithm is getting worse. Continue showing me ""onsite"" job across the continent when it can be resolved if there is a question for ""open to relocate."" Completely wrong field of work shows up, too. Remarkably very suitable ones within 10 miles from my house never show up on the search.

### events refined:

[I continue showing me ""onsite"" job across the continent when it can be resolved if there is a question for ""open to relocate""] [I see very suitable ones within 10 miles from my house never show up on the search]
"
"I am not able to add my email address since the past 3 days, this is very annoying and there's no help desk too to call. I can't even log in on my laptop using the phone number it keeps saying error. Fix this issue.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I am not able to add my email address since the past 3 days, this is very annoying and there's no help desk too to call. I can't even log in on my laptop using the phone number it keeps saying error. Fix this issue.

### events refined:

[I am not able to add my email address since the past 3 days] [I can't even log in on my laptop using the phone number it keeps saying error]
"
"Created an account January 2024. It got banned for suspicious activity 2 days later although I had added a description, my career and university of attendance. I even subscribed to the paid version of LinkedIn. Not an application worth your time at all. Got unbanned after submitting the required documents and now they have rebanned me requiring the same exact documents I submit earlier.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Created an account January 2024. It got banned for suspicious activity 2 days later although I had added a description, my career and university of attendance. I even subscribed to the paid version of LinkedIn. Not an application worth your time at all. Got unbanned after submitting the required documents and now they have rebanned me requiring the same exact documents I submit earlier.

### events refined:

[ I created an account in January 2024, It got banned for suspicious activity 2 days later although I had added a description, my career and university of attendance, I even subscribed to the paid version of LinkedIn, I submitted the required documents, It got rebanned requiring the same exact documents I submitted earlier]
"
"Make this more intuitive. I haven't used this network for a few years. Now, coming back here, it's so cluttered and takes multiple steps to update simple info.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Make this more intuitive. I haven't used this network for a few years. Now, coming back here, it's so cluttered and takes multiple steps to update simple info.

### events refined:

[It is so cluttered and takes multiple steps to update simple info]
"
"Terrible user experience. Doesn't seem to be an Android app, looks like app that uses web view or PWA, slow. I won't even talk about functionality at all.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Terrible user experience. Doesn't seem to be an Android app, looks like app that uses web view or PWA, slow. I won't even talk about functionality at all.

### events refined:

[It doesn't seem to be an Android app, it looks like app that uses web view or PWA, it's slow]
"
Latest mobile update has issues!!!! Cannot scroll without overlapping content. Flashing black and white to color. Awful. Made the app completely unusable on Android phones!!!!!!??,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Latest mobile update has issues!!!! Cannot scroll without overlapping content. Flashing black and white to color. Awful. Made the app completely unusable on Android phones!!!!!!??

### events refined:

[Latest mobile update has issues, I cannot scroll without overlapping content, I cannot scroll without overlapping content, I cannot scroll without overlapping content, It flashes black and white to color, It is awful, It is completely unusable on Android phones]
"
I am finding it extremely difficult to update my email addresses. I no longer work for the company. So the I cant access the emails to update security codes. I don't want to lose my account or connections I dont know how you can connect with me. Sharon,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
I am finding it extremely difficult to update my email addresses. I no longer work for the company. So the I cant access the emails to update security codes. I don't want to lose my account or connections I dont know how you can connect with me. Sharon

### events refined:

[ I am finding it extremely difficult to update my email addresses, I no longer work for the company, I cant access the emails to update security codes, I dont want to lose my account or connections, I dont know how you can connect with me]
"
"Impossible to set up a new account, good luck trying to start a new one when you haven't used your old LinkedIn for nearly a decade, has managed to hold onto a dead email account that no longer exists, SOMEHOW manages to reject your current phone number during set up, will not let you set up with your current email with your number, why? Haven't the foggiest and it's mind numbing. I need help and the basic script answers aren't cutting it. Hit with a wall at every turn with no alternatives.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Impossible to set up a new account, good luck trying to start a new one when you haven't used your old LinkedIn for nearly a decade, has managed to hold onto a dead email account that no longer exists, SOMEHOW manages to reject your current phone number during set up, will not let you set up with your current email with your number, why? Haven't the foggiest and it's mind numbing. I need help and the basic script answers aren't cutting it. Hit with a wall at every turn with no alternatives.

### events refined:

[ I tried to set up a new account, It has managed to hold onto a dead email account that no longer exists, It rejects my current phone number during set up, It won't let me set up with my current email with my number, I need help, It's mind numbing, I'm hit with"
Frustrated with the password recovery function which repeatedly ask me to wait for the Apps to show me instructions but nothing comes up in the apps. The result - repeated attempts and blocked account and they can't verify my identity because I use an English name for work but my identification card shows full name.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Frustrated with the password recovery function which repeatedly ask me to wait for the Apps to show me instructions but nothing comes up in the apps. The result - repeated attempts and blocked account and they can't verify my identity because I use an English name for work but my identification card shows full name.

### events refined:

[The app repeatedly asks me to wait for the instructions, I repeatedly attempt to reset the password, The app is blocked, I am unable to verify my identity because I use an English name for work but my identification card shows full name]
"
this appis the complete counterproductiveness the site claims to promote. but that also doesn't promote. the app is perfect if you think what it does passes for margin creating oportunities for the people. spoiler alert. it doesnt.,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
this appis the complete counterproductiveness the site claims to promote. but that also doesn't promote. the app is perfect if you think what it does passes for margin creating oportunities for the people. spoiler alert. it doesnt.

### events refined:

[the app is perfect if you think what it does passes for margin creating oportunities for the people. spoiler alert. it doesnt.]
"
"What's with this new identification requirement? It forces me to upload an ID to verify, but the camera is terrible that it takes blurry photos and cannot verify, I switch to my native camera app and it's as clear as day but of course the app doesn't let me use native camera app. Guess I can only uninstall the app now cuz there's no way for me to verify myself to log in","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
What's with this new identification requirement? It forces me to upload an ID to verify, but the camera is terrible that it takes blurry photos and cannot verify, I switch to my native camera app and it's as clear as day but of course the app doesn't let me use native camera app. Guess I can only uninstall the app now cuz there's no way for me to verify myself to log in

### events refined:

[I upload an ID to verify, it takes blurry photos and cannot verify, I switch to my native camera app and it's as clear as day, the app doesn't let me use native camera app]
"
"Password reset without access to old phone requires photo ID. Size limit is 5MB but phones take images 5.25MB or higher. I'm sure Microsoft, with access to one of the largest storage networks on the planet couldn't possibly spare the data, especially when it says the file will immediately be deleted upon verification in 1-2 days. After recompressing using my PC an error and 2 more attempts it then thought I was trying to hack my own account. Just another classic MS functionality mess like Azure.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Password reset without access to old phone requires photo ID. Size limit is 5MB but phones take images 5.25MB or higher. I'm sure Microsoft, with access to one of the largest storage networks on the planet couldn't possibly spare the data, especially when it says the file will immediately be deleted upon verification in 1-2 days. After recompressing using my PC an error and 2 more attempts it then thought I was trying to hack my own account. Just another classic MS functionality mess like Azure.

### events refined:

[""I reset my password without access to my old phone, I was asked to upload a photo ID, but the size limit is 5MB, I took a photo with my phone which was 5.25MB, I tried to recompress it using my PC, but an error occurred and it thought I was"
Many issues when uploads photos. Very slowly uploads and you can not add photos when editing posts. And many more....,"Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Many issues when uploads photos. Very slowly uploads and you can not add photos when editing posts. And many more....

### events refined:

[Many issues when uploads photos. Very slowly uploads and you can not add photos when editing posts]
"
"Messaging/attachment hardly works. Keeps on saying sending failed, even on wifi. Don't expect this from app of this level. You can be better.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Messaging/attachment hardly works. Keeps on saying sending failed, even on wifi. Don't expect this from app of this level. You can be better.

### events refined:

[I try to send a message/attachment, It keeps on saying sending failed, even on wifi]
"
"Never have I experienced worse customer support than with LinkedIn. Two of my accounts have been restricted, one of them for almost a month now. I connected with their staff on email and tried to get my accounts unrestricted but they provided no help and now they are not replying.","Below is the contents and the events which are refined.
Extract the events from the following text. Enclose events in square brackets [ ],
and enclose each set of related events in a separate pair of square brackets [[ ]]. Ensure that each event within a set is clearly separated by commas.

### content:
Never have I experienced worse customer support than with LinkedIn. Two of my accounts have been restricted, one of them for almost a month now. I connected with their staff on email and tried to get my accounts unrestricted but they provided no help and now they are not replying.

### events refined:

[Two of my accounts have been restricted, one of them for almost a month now, I connected with their staff on email and tried to get my accounts unrestricted, they provided no help and now they are not replying]
"
