Review,Event
"Whats up with this new update, whenever I open the app the screen is white for 10 mins or so before it allows me to login, very frustrating.",Events: [The app shows a white screen for 10 minutes before allowing login]
"Something is going on with my Facebook it logged me out, when I try logging in it says error I've tried logging using my email too it doesn't log in😫","Events: [Logged out of Facebook, Can't log in with password or email, Says error]"
"I have a Samsung a53 and it's saying landscape is not supported when I try to go live This started happening 2 weeks ago, what's the reason?","
Events: [I try to go live, The app says landscape is not supported]"
"Facebook isn't that great recently, reels that show up on my page are inappropriate and distributing, I have read about others having the same problem and nothing being done, please fix it or I'm sure so many will delete the app because of this, I don't always use Facebook for reels but when they just pop up showing me really inappropriate content it's not what I want to see, something needs to be done asap thank you.",Events: [Reels are appearing on my page that are inappropriate and distributing][Others are having the same problem and nothing is being done][Facebook needs to be fixed or many will delete the app][Inappropriate content is showing up on my page]
I usually watch videos on Facebook But the ads are so annoying and frustrating It always comes when the best part of my videos are coming up The height of it all happened today while I was watching Stray Kids performance I can't take this anymore Facebook is just another app with ads disturbance again I so much hate the ad pop up Please make it stop I beg you😭😭 I'm already frustrated as is,"Events: [I watch videos on Facebook, Ads are annoying and frustrating][Ads come when the best part of my videos are coming up][Height of it all happened today while I was watching Stray Kids performance][I can't take this anymore][Facebook is just another app with ads disturbance again][I hate the ad pop-up]"
"I'm not sure what the new update was, but since I updated the app there's glitches and stuff doesn't work like it closes out and freezes sometimes, including the dating part of it the messages are no longer showing when you go to the conversation, it's annoying lol","Events: [I updated the app, There are glitches and stuff doesn't work, The app closes out and freezes sometimes, Including the dating part of it, The messages are no longer showing when you go to the conversation]"
"when I click onto notifications and I click the back button it won't allow me to go back,i have to click home button then click the open apps button to re-enter fbook to do the same procedure all over again for notifications.i have uninstalled an reinstalled to no avail..it's been happening for 2 days now,I have cleared the cache an optimised my phone to still no avail..it's the app as I don't have any issues using the back button on any other apps..FIX THE PROBLEM.","Events: [Clicking onto notifications, Clicking the back button, It won't allow me to go back][Uninstalling and reinstalling, No avail][Clearing the cache, Optimizing the phone, No avail]"
Sometimes whenever i try to login to my account it asks me for a correct password even though i put the correct one.,"Events: [It asks for a correct password, Even though I put the correct one]

This review has two events:
1. It asks for a correct password, even though I put the correct one.
2. It keeps logging me out of account saying session expired and everytime I try to log in it won't let me."
"For some reason I cannot message people from their profile page, it sends me to sign in to messenger then it kicks me to the messenger list of chats that I already have open.","Here are the related events extracted from the reviews:

[It keeps logging me out, It is saying session expired]
* The app keeps logging the user out, even after they enter the correct password.
[I try to log in, It won't let me log in]
* The app refuses to allow the user to log in, despite entering the correct password.
[I keep trying to update the app, It still won't let me log in]
* The user tries to update the app multiple times, but it still doesn't allow them to log in.
[I update app, It says update again]
* After updating the app, it tells the user to update it again.
[It keeps selecting a random picture as the main one]
* The app selects a random picture as the main one when searching and scrolling.
[It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
* The app selects a small, zoomed-in area of a photo as the main image, rather than the full photo.
[I log in with the right password and all cuz it starts to log in but then it decides login has expired and kicks me right back out]
* Despite entering the correct password, the app still logs the user out.
[It turns around, I log back in and it does the same thing over and over]
* The app continues to log the user out and ask for their password repeatedly.
[I have tried uninstalling 3 times and tried to get the password reset but never worked just said error]
* The user has tried multiple times to uninstall the app and reset their password, but it hasn't worked.
[It made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app]
* The app has caused the user's screen to turn black or white, and then froze momentarily before kicking them out.
[This app sucks in conclusion and GET actual customer SUPPORT]
* The user concludes that the app is faulty and needs proper customer support."
This app sucks when you update it my phone force to go back to home screen and there's a problem that I hate the profile glitches when you go to messenger it doesn't update my profile when I change it,"Events: [I updated the app, My phone force to go back to home screen][Profile glitches when going to messenger, It doesn't update my profile when I change it]"
All great until I got banned from market place for no reason at all and that was a pain as I am into tech and that is where I got most of my computers and at stuff for a great price.,"
Events:
[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over]
[Can't login at all, Can't recover my account at all, I've tried uninstalling 3 times and tried to get the password reset but never worked, just said error, Oh yeah, and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app.]"
There are some bugs in the application nowadays as when I go to any group whether it's public or private I see a lot of other posts in it which are not a part of it.,"Events: [I go to a group, See a lot of other posts in it which are not a part of it]

There are three groups of events in the reviews you provided:
1. Logging issues: The reviewer experiences logging problems, getting kicked out after logging in, and having trouble recovering their account. Events include logging in with the right password, starting to log in, and being kicked out.
2. Buggy feature: The reviewer encounters a bug where Facebook Marketplace selects a random picture as the main one instead of the actual photo of an object. Events include searching and scrolling, selecting a random picture as the main one, and zooming up to show damage.
3. General app issues: The reviewer experiences problems with the overall functionality of the app, including difficulty logging in, getting kicked out after logging in, and trying to recover their account. Events include logging in with the right password, starting to log in, getting kicked out, and trying to get the password reset."
This apps...just auto log out from my account...then i cannot to log in back...because they say it was error,"
Events:
[Logs me out, Says session expired]
This event is repeated throughout the reviews, indicating that the app is consistently logging the user out and stating that the session has expired."
Update problem 6 months already cannot update I don't no why I rest 2 times my phone already but until now I cannot update I try many times already but can't,"Events: [I try to update the app, It won't let me update, I try again and still can't update]"
tired of getting flagged for sharing too many memories and then flagging me from stuff that I shared so long ago and just being extra sensitive for no apparent reason honestly it's social media it's suppose to be fun and funny,"
Events:
[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
* Logging out issue
* Session expired error
* Unsuccessful login attempts
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
* Random picture selection as main image
* Zoomed-up area selection as main photo
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over.]
* Unsuccessful login attempts due to login expiration
* App behavior after updating
[I can't login at all, Can't recover my account at all, I've tried uninstalling 3 times and tried to get the password reset but never worked just said error, Oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app.]
* Unsuccessful account recovery attempts
* App behavior after multiple uninstallations and password reset attempts
[tired of getting flagged for sharing too many memories and then flagging me from stuff that I shared so long ago and just being extra sensitive for no apparent reason honestly it's social media it's suppose to be fun and funny.]
* Flagging issue due to excessive memory sharing
* Unnecessary sensitivity towards old content"
"I have been trying for over a week to access a Facebook memories from a different date, but when memories is selected, it obviously only shows memories from today's date and when I try to access the settings icon to change it, the memories settings will not load at at all.","Events: [I try to access a Facebook memory from a different date, The app only shows memories from today's date][I try to access the settings icon, The memories settings will not load at all]"
hi Facebook i need your help about my old account because my account was didn't open even i know the password and email i try to forgot the password like i always did but after all it was useless and the code didn't come.i hope you well respond immediately thank you,"
Events: [I need help with my old account, My account doesn't open even though I know the password and email][I try to forgot the password, The code doesn't come]"
"it is great for staying in touch, but it is also deeply flawed, community standards can be draconian while allowing scams and missinformation unobstructed.","
Events:
[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over]
[I can't login at all, I can't recover my account at all, I've tried uninstalling 3 times and tried to get the password reset but never worked, just said error, Oh yeah, And made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app.]"
Stupid app won't let me sign back in keeps going to a black screen and then kicks me out.,"Events: [It won't let me sign back in, Goes to a black screen and kicks me out]

1. The user is unable to log into their Facebook account.
2. The app selects a random picture as the main one when searching and scrolling.
3. The app keeps logging the user out after they log in with the right password.
4. The user tried uninstalling the app three times but it did not work.
5. The user tried to get their password reset but it never worked.
6. The app made the user's screen go black while trying to login.
7. The app froze for a second and kicked the user out of the app while trying to login."
I'm having a error that logged me out and I can't log back in says session expired please log back in and when I go to log back in it tell me the same thing,"Events:

* It keeps logging me out (4 times)
	+ Keeps logging me out of account saying session expired
	+ Everytime I try to log in, it won't let me
	+ Keeps updating constantly even when I keep it up to date so not sure if the app is glitching
* I update the app thinking it was that but it's still not working and it says update again (2 times)
Note: Some of the events are mentioned multiple times in different reviews, but they are grouped together here for clarity and simplicity."
"I can't set up two factor...the page is not loading...I am getting two factor code but after putting it in, the next step keeps buffering and my setup is undone everytime...I've tried a lot but failed...Please solve this problem as soon as possible","Events: [I can't set up two-factor authentication, The page is not loading][I get a two-factor code but after putting it in, The next step keeps buffering and my setup is undone every time][I have tried a lot but failed]"
My instagram this morning has just completely stopped working nothing loads nor sends and when I went online to look for help nothing worked I have deleted and reinstalled the app cleared the cache and data and tried to re-log in however now it just comes up with a different error message stating problems on their end and to try again which does not change no matter how many times I try to log back in.,"
Events:
* [It keeps logging me out, It is saying session expired]
* [I keep trying to update the app, It still won't let me log in]
* [I update app, It says update again]
* [I search and scroll, It will select a random picture as the main one]
* [It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
* [I log in with the right password, The app starts to log in]
* [It decides login has expired, It logs me out]
* [It turns around, I log back in]
* [The app does the same thing over and over]
* [I got it updated, It is still continuing to do the same thing over and over]
* [I have tried uninstalling, I tried to get the password reset]
* [Nothing loads nor sends]
* [I cleared the cache and data and tried to re-log in]
* [It just comes up with a different error message stating problems on their end and to try again]"
"After installing new update now I am not able to seek the video and if I tried to seek then video stops playing and freeze and the second thing if someone reply on my comment and if I navigate through the notification then the status bar becomes black and it looks very bad, and there are tons of issues in this app which is impossible to list here, please fix the issues.","Here are the events extracted from the reviews:

[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
* Keeping logging the user out of their account
* Says session has expired
* User tries to log in but is unable to
[I search and scroll, It will select a random picture as the main one, keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
* Randomly selects a picture as the main one
* Zoomed up tiny area is selected as the main photo instead of the actual overall photo of an object
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, and it does the same thing over and over.]
* Logs the user in with the correct password
* App starts to log the user in but then decides the login has expired
* App logs the user out
* User logs back in and the app repeats the same action
[Can't login at all, can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT.]
* User is unable to log in or recover their account
* Tried uninstalling and resetting the password but it did not work
* App made the screen go black and froze for a second, kicking the user out of the app
[After installing new update now I am not able to seek the video and if I tried to seek then video stops playing and freeze.]
* User is unable to seek videos after updating the app
* Video stops playing and freezes when trying to seek it
[If someone reply on my comment and if I navigate through the notification, then the status bar becomes black and it looks very bad.]
* User receives a response to their comment
* When navigating through notifications, the status bar turns black and looks bad."
Lots of glitches since the last update the most annoying is the slide bar to rewind or fast forward freezes and you have to exit the video and then restart it or you have to watch the entire video again to get back to where you wanted to replay.,"
Events:
[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
* Logging out issue
* Session expired error
* Unable to log in despite trying updates
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
* Randomly selects a small area as main photo
* Unable to see full photo when searching or scrolling
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over]
* Logging in issue
* Password correct but still getting logged out
* App repeating the same action over and over
[I can't login at all, Can't recover my account at all]
* Complete logging out issue
* Unable to recover account
[I've tried uninstalling 3 times, I tried to get the password reset but never worked just said error]
* Uninstallation issue
* Password reset issue
[It made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app]
* Screen went black or white
* App froze for a second before kicking user out
 Events:
[I was trying to login, It made my screen go black]
* Screen went black during login attempt
[I was trying to login, just froze for a second, kicked me out of the app]"
"There is an irritating malfunction, whenever I move the video or reel forward the video stops, and the line that shows where you reached in the reel stops showing, and I can't move the video anymore, it needs to be fixed ASAP.","Here are the related events extracted from the reviews:

Reviews: Keeps logging me out of account saying session expired and everytime I try to log in it won't let me, keeps updating constantly even when I keep it up to date so not sure if the app is glitching, overall not a good app so may have to consider deleting Facebook as this has put me off and happens way too much, keep trying to update the app thinking it was that but its still not working and it says update again even after i already did
Events: [It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
Reviews: Facebook marketplace has a bug or a terrible feature where it will select a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.
Events: [I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
Reviews: I don't know what has happened lately it will not let me log into my Facebook I keep logging in right password and all cuz it starts to log in but then it decides login has expired and kicks me right back out logs me out then it turns around, I log back in and it does the same thing over and over first I thought it might have needed updated so I got it updated and it's still continuing to do it I do not know what is going on with it but it needs fixed
Events: [I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over]
Reviews: Can't login at all can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT
Events: [I have tried uninstalling, I tried to get the password reset, It never worked and just said error][I was trying to login, It made my screen go black][I was trying to login, just froze for a second, kicked me out of the app]
* Logging in and being kicked out repeatedly
* Updating the app and still encountering issues
* Searching and scrolling on Facebook Marketplace and having a random picture selected as the main one
* Unable to recover account after multiple attempts
* App freezing or crashing during login attempts
These events are related to the user's frustration with the app's functionality, including logging in issues, account recovery problems, and poor performance on Facebook Marketplace."
"Always get bugs every onces a week , sometimes when someone do live and I tap to join the app crash(also happens with the new add notes option), sometime the feed doesn't load (currently happing while I'm writing this) sometime you can't delete your cmt nor scroll cmt it gets stucked","Events: [The app crashes when someone is live, The feed doesn't load, The cmt gets stuck when trying to delete or scroll]"
"Worst experience 😔,my reels are not sending 😑even messages and my reactions to the reels are also not sending it's showing something is wrong try again later all the time 🤬 and other one is when iam logging to my account in other devices it's showing this user id is not available but in my phone it's clearly showing my I'd 😭 do something about it 😕","Here are the related events from the reviews:

[First review]
* Keeps logging me out of account
* Says session expired
* Can't log in
* App updates constantly even when kept up to date
* May have to delete Facebook
[Second review]
* Bug or feature selects random picture as main one
* Zoomed up tiny area of damage is selected instead of actual photo
[Third review]
* Can't log into Facebook
* App starts to log in, then kicks user out
* Tries to log back in, app does the same thing over and over
* Got it updated, still continuing to happen
[Fourth review]
* Can't login at all
* Can't recover account
* Tried uninstalling and password reset, but neither worked
* Screen went black or froze for a second before kicking user out
[Fifth review]
* Worst experience with reels not sending
* Shows something is wrong and tries again later
* Other device shows this user ID is not available, but phone shows correct ID
Note that some events may overlap or be related to each other."
"There are alot of bugs since I updated to the new version, and my ig feed can't be refreshed, and I can't log in to it, i can't see my text, Even if i try to log in from chrome it says an condition occurred, I am trying from many times, but I am not able to login, Instagram please fix this errors, I am going to depression please do something to it, as soon as possible, this is a request!","Here are the events extracted from the reviews:

[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
* Logging out unexpectedly
* Session expiration error message
* Difficulty logging back in after updating the app
[I search and scroll, It will select a random picture as the main one, Keep selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
* Randomly selecting a small area as the main photo
* Difficulty finding the actual photo of an object
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over]
* Password entry and login issues
* Unexpected login expiration error
[Can't login at all, Can't recover my account at all]
* Complete inability to log in
* Difficulty recovering an account
[I have tried uninstalling, I tried to get the password reset, It never worked and just said error]
* Uninstallation issues
* Password reset difficulties
[I was trying to login, It made my screen go black, It froze for a second then kicked me out of the app]
* Screen blackout issue
* Freezing and crashing issue"
"Hope you guys also fix this, I don't even apply a highlights to show on the top of my profile, but when I tried to use the Instagram of my friend they see that there's a block highlights that can't be seen, although it's okay because it's just black and it just say highlights but I just don't like it, i want my Instagram to look clean and there is this circle button that is just highlights without me putting highlights, hope you will fix this","Events: [It keeps logging me out, It is saying session expired][I keep trying to update the app, It still won't let me log in][I update app, It says update again][I search and scroll, It will select a random picture as the main one][It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object][I log in with the right password, The app starts to log in][It decides login has expired, It logs me out][It turns around, I log back in, The app does the same thing over and over][I tried uninstalling 3 times, I tried to get the password reset but never worked, just said error][I was trying to login, It made my screen go black][I was trying to login, just froze for a second, kicked me out of the app]"
"Too many glitches lately, it freezes if you try forward or go back on a video, and it starts automatically refreshing feed when you're reading/watching someone's post, which is annoying.","Events: [It freezes, It automatically refreshes the feed]

1. Freezing issue while trying to forward or go back on a video.
2. Automatic refreshing of the feed when reading/watching someone's post."
This is so disgusting that audio becomes unavailable after we post somrthing using that audio😤😤😤 Instagram should atleast give us an option to change the song after it becomes unavailable...we could atleast edit the audio of the particular post...,"
Events: [The audio becomes unavailable after posting, It should give us an option to change the song or edit the audio of the particular post]"
"account got hacked, have the double authenticator thing turned on, but the codes don't work, backup codes don't work, sending the video of your face for authentication, still need to use the codes that don't work, you can ask other profiles you have as friends on insta for help, but it doesn't work or you can get a text/email with codes, you fill in the code, then you have to fill in another code, which doesn't work, probably because the authenticator isn't connected to my insta properly.,","Sure! Here are the events extracted from the reviews:

**Keeps logging me out of account saying session expired and everytime I try to log in it won't let me**
* Keeps logging me out
* Session expired
* Trying to log in, but can't
**It keeps updating constantly even when I keep it up to date so not sure if the app is glitching**
* Updating constantly
* Not sure if the app is glitching
**Overall not a good app so may have to consider deleting Facebook as this has put me off and happens way too much**
* Overall not good
* May have to delete Facebook
**Keep trying to update the app thinking it was that but its still not working and it says update again even after i already did**
* Trying to update the app
* Still not working
* Update again
**Facebook marketplace has a bug or a terrible feature where it will select a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now**
* Selecting a random picture as the main one
* Keeping selecting a zoomed-up tiny area of damage as the main photo
**I don't know what has happened lately it will not let me log into my Facebook I keep logging in right password and all cuz it starts to log in but then it decides login has expired and kicks me right back out logs me out then it turns around, I log back in and it does the same thing over and over**
* Can't log into my Facebook
* Right password
* Decides login has expired
* Kicks me back out
* Turns around, logs back in, does the same thing over and over
**Can't login at all can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error**
* Can't login at all
* Can't recover my account
* Tried uninstalling 3 times
* Tried to get the password reset, but it didn't work
* Said error
**I was trying to login, It made my screen go black one time and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT**
* Trying to login
* Screen went black
* White
* Froze for a second
* Kicked me out of the app"
"Instagram was the best app but now its just a trash, i was automatically logged out and now i can't even login again through my Instagram app, i can login through chrome but my app is just not letting me login even though my internet connection is good and i already did all the experiments like cleared cache and uninstalled and reinstalled it so many times but still can't login through app, Please launch an update as soon as possible to fix these type of problems","Events:

[Logging in with the right password, The app starts to log in, It decides login has expired, It logs me out]
[Tried uninstalling and reinstalling the app, Got an error message during password reset]
[Automatically logged out, Can't even log back in through the app]"
"Poor usability, the app is based on images and videos while you can't maximize image without keep holding your fingers , and for videos you can't control seek, playback speed, nothing at all","
Events:
[It keeps logging me out, It is saying session expired]
[I try to log in, It won't let me log in]
[I keep trying to update the app, It still won't let me log in]
[I update app, It says update again]
Related events:
[It will select a random picture as the main one (so the only one buyers see when searching and scrolling)]
[It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
[I log in with the right password, The app starts to log in]
[It decides login has expired, It logs me out]
[I log back in, The app does the same thing over and over]
[I got it updated, It is still continuing to do the same thing over and over]
[I have tried uninstalling, I tried to get the password reset, It never worked and just said error]
[I was trying to login, It made my screen go black]
[I was trying to login, just froze for a second, kicked me out of the app]
[Can't login at all]
[Can't recover my account at all]
[Tried uninstalling 3 times and tried to get the password reset but never worked]"
Instagram works fine most of the time for me but right now I can't reload the page and my messages aren't sending I tried to close the app and re-open it i tried to restart my phone and that didn't work also the line for going back or forward in the video doesn't work it disappears when I try to use it and I have to close out the video and open it again it's very annoying please fix it 🙏🏼,"Here are the events extracted from the reviews:

Reviews:
* Keeps logging me out of account saying session expired (Event: Logging Out)
* Everytime I try to log in, it won't let me (Event: Logging Failure)
* Updates constantly even when I keep it up to date (Event: Update Failure)
* Not a good app so may have to consider deleting Facebook (Event: Consider Deleting)
* Happens way too much (Event: Frequency of Issue)
* Keep trying to update the app thinking it was that but its still not working (Event: Update Attempts)
* Says update again even after I already did (Event: Update Reminder)
Events:
* Logging Out
* Logging Failure
* Update Failure
* Consider Deleting
* Frequency of Issue
* Update Attempts
* Update Reminder"
"It is a good platform but when you have seen a no of reels and want to refresh the page and when tap to reel icon it doesn't comes up (first reel) and most irritating thing is that we have to do scroll one by one reel to comes up and then page is going to refresh, and that is the most ridiculous update.....","
Here are the events extracted from the reviews:
Events:
[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
* The user experiences frequent logging out and difficulty logging back in.
* The user tries to update the app but the issue persists.
Events: [I search and scroll, It will select a random picture as the main one (so the only one buyers see when searching and scrolling) keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
* The user searches and scrolls through Facebook Marketplace, but the app selects a random picture as the main one.
* The app keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object.
Events: [I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over, I got it updated, It is still continuing to do the same thing over and over]
* The user tries to log in with the right password but is logged out.
* The app starts to log in but then decides the login has expired and logs the user out.
* The user logs back in, but the issue persists.
* The user updates the app but the issue continues.
Events: [I can't login at all, I can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT]
* The user experiences difficulty logging in and recovering their account.
* The user tries various methods to resolve the issue but they are unsuccessful.
* The app experiences technical difficulties that affect the user's experience."
"I have been trying to register for the past two days now via the app and I have not been given access despite inputing my details it only redirect to a ""security checkup"" and after the verification, it displays a message that says: ""Your noCaptcha response code is missing or invalid."" I can't register up till this moment.","Events: [I try to register via the app, It doesn't give me access, It only redirects to a ""security checkup"", After verification, It displays a message that says: ""Your noCaptcha response code is missing or invalid""]"
"I am unable to enter my LinkedIn it is locked and it asks security check for verification and after clearing the security it asks to verify identity with either citizenship, licence or passport but i tried to provide citizenship then it always never verifies similarly not worked with passport as well ...how can i get it back i am tired LinkedIn contact also asks to log in first but i am unable.","
Events:
[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
* Logging in issues
* Session expiration issues
* Update issues
[I search and scroll, It will select a random picture as the main one, It keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object]
* Random picture selection issue
* Zoomed-up photo issue
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out, It turns around, I log back in, The app does the same thing over and over]
* Login issues
* Password issues
* Automatic logout issue
* Inconsistent behavior issue
[I have tried uninstalling, I tried to get the password reset, It never worked and just said error]
* Uninstallation issues
* Password reset issues
* Error messages issue
[I was trying to login, It made my screen go black, I was trying to login, just froze for a second, kicked me out of the app]
* Screen glitching issue
* Freezing issue
* Kicking out of the app issue"
User interface it to hard to understand worst app it should improve ui and interface simple and also logo of app it not to good worst app I am also face issue when edit profile and writing about on bio sometimes it's take long time and not set it should fix and also improve settings simple so understand settings on this app too bad experience.,"Events:
[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again][The app makes my screen go black][The app freezes for a second and kicks me out]

User interface issues:
[It is too hard to understand][Worst app UI and interface][Logo of the app is not good]
Settings issues:
[Sometimes it takes too long time to edit profile and write on bio][Not easy to understand settings]"
"Worst app ever, I got irritated while verifying email and changing password, I is not sending OTP for verification, and while verifying my work email, it is not able to verify, and also when I switch tab it starts from starting again and again.","Here are the events extracted from the reviews:

[It keeps logging me out, It is saying session expired, I try to log in, It won't let me log in][I keep trying to update the app, It still won't let me log in][I update app, It says update again]
* Logging out unexpectedly
* Session expired message
* Trying to log in but unable to
* Updating the app but still experiencing issues
[I search and scroll, It will select a random picture as the main one, keeps selecting a zoomed up tiny area of damage as the main photo instead of the actual overall photo of an object no wonder no one but scam bots message me now.]
* Randomly selecting a small area as the main photo
* Failure to display the actual photo of an object
[I log in with the right password, The app starts to log in, It decides login has expired, and kicks me right back out logs me out then it turns around, I log back in, and it does the same thing over and over.]
* Logging in with the correct password but being kicked out
* App starting to log in but then kicking the user out
* User logging back in and experiencing the same issue repeatedly
[Can't login at all can't recover my account at all I've tried uninstalling 3 times and tried to get the password reset but never worked just said error oh yeah and made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app this app sucks in conclusion and GET actual customer SUPPORT.]
* Unsuccessful attempts at recovering the account through password reset or uninstalling the app
* App freezing or crashing during login attempts
* User experiencing frustration with the app's customer support"
"Garbage job suggestions even after using premium for 5-6 months and that's with AI, I don't know how the hell they have implemented it.","Events:

[It keeps logging me out, It is saying session expired]
* Logging in repeatedly despite having the right password
* Being kicked out of the app after logging in
[I keep trying to update the app, It still won't let me log in]
* Updating the app multiple times without solving the login issue
* Getting stuck in an endless loop of updating and logging in
[It keeps selecting a random picture as the main one]
* Selecting a random picture as the main photo instead of the actual photo
* Causing confusion for buyers when searching and scrolling through listings
[I log in with the right password, The app starts to log in, It decides login has expired, It logs me out]
* Logging in with the correct password but still getting kicked out
* The app's decision to log me out despite my correct login attempts
[It turns around, I log back in, The app does the same thing over and over]
* Repeatedly logging in and out of the app without a resolution
* Getting stuck in an endless loop of logging in and out
[I got it updated, It is still continuing to do the same thing over and over]
* Updating the app multiple times without fixing the issue
* The issue persists even after updating the app
[Can't login at all, Can't recover my account at all]
* Being unable to log in to the app despite trying various methods
* Being unable to recover an account that has been lost or hacked
[I have tried uninstalling 3 times and tried to get the password reset but never worked just said error]
* Trying various methods to fix the issue but they are unsuccessful
* Receiving error messages without any resolution
[It made my screen go black one time trying to login and white another time and just froze for a second then kicked me out of the app]
* Experiencing strange glitches and errors while trying to log in
* Being kicked out of the app unexpectedly and without warning"
